HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,AT,Austria,94,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,CZ,Czech Republic,622,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,DE,Germany,381,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,EE,Estonia,114,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,EU_EEA31,EU/EEA,2673,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,EU28,EU,2669,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,FR,France,1,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,HU,Hungary,25,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,IT,Italy,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,LT,Lithuania,402,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,LV,Latvia,230,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,NO,Norway,4,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,PL,Poland,135,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,RO,Romania,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,SE,Sweden,203,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,SI,Slovenia,306,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,SK,Slovakia,156,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2013,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,AT,Austria,72,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,CZ,Czech Republic,408,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,DE,Germany,222,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,EE,Estonia,82,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,EL,Greece,1,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,EU_EEA31,EU/EEA,1844,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,EU28,EU,1835,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,FR,France,7,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,HU,Hungary,26,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,IT,Italy,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,LT,Lithuania,347,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,LV,Latvia,149,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,NO,Norway,9,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,PL,Poland,129,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,RO,Romania,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,SE,Sweden,177,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,SK,Slovakia,115,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2014,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,AT,Austria,66,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,CZ,Czech Republic,346,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,DE,Germany,190,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,EE,Estonia,113,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,EL,Greece,1,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,EU_EEA31,EU/EEA,1719,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,EU28,EU,1710,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,FR,France,7,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,HU,Hungary,22,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,IT,Italy,5,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,LT,Lithuania,333,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,LV,Latvia,141,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,NO,Norway,9,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,PL,Poland,114,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,SE,Sweden,257,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,SI,Slovenia,36,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,SK,Slovakia,79,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2015,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,AT,Austria,89,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,CZ,Czech Republic,560,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,DE,Germany,304,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,EE,Estonia,80,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,EU_EEA31,EU/EEA,2477,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,EU28,EU,2468,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,FR,France,11,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,HU,Hungary,14,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,IT,Italy,40,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,LT,Lithuania,628,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,LV,Latvia,91,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,NL,Netherlands,2,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,NO,Norway,9,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,PL,Poland,209,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,SE,Sweden,234,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,SI,Slovenia,39,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,SK,Slovakia,167,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2016,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,AT,Austria,118,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,CZ,Czech Republic,674,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,DE,Germany,434,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,EE,Estonia,83,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,EU_EEA31,EU/EEA,2388,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,EU28,EU,2377,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,FR,France,1,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,HR,Croatia,10,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,HU,Hungary,13,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,IT,Italy,23,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,LT,Lithuania,469,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,LV,Latvia,178,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,NL,Netherlands,1,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,NO,Norway,11,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,PL,Poland,196,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,SE,Sweden,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,SI,Slovenia,102,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,SK,Slovakia,75,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2017,UK,United Kingdom,0,,,,,,,
